"player","shirtnumber","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","touches","tackles","interceptions","blocks","xg","npxg","xg_assist","sca","gca","passes_completed","passes","passes_pct","progressive_passes","carries","progressive_carries","take_ons","take_ons_won","player_href","team","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries_distance","carries_progressive_distance","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","league","season","match_date","home_team","away_team","match_url","gameweek","venue","fouls","fouled","offsides","crosses","tackles_won","own_goals","pens_won","pens_conceded"
"Rumarn Burrell","16","jm JAM","FW","24-345","90","0","0","0","0","0","0","0","0","24","0","0","2","0.0","0.0","0.0","1","0","6","13","46.2","1","18","0","1","0","/en/players/6b1c235a/Rumarn-Burrell","Queens Park Rangers","1","2","11","11","3","24","0.0","1","100.0","55","14","0","0","6","1","19","3","Championship","2025-2026","Wednesday November 26, 2025, 19:45 (venue time)","Blackburn Rovers","Queens Park Rangers","https://fbref.com/en/matches/4a0ac4c7/Blackburn-Rovers-Queens-Park-Rangers-November-26-2025-Championship","17","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Ilias Chair","10","ma MAR","LW","28-027","90","0","1","0","0","2","1","0","0","58","1","1","2","0.1","0.1","0.7","2","1","34","51","66.7","5","28","3","0","0","/en/players/ad7873cb/Ilias-Chair","Queens Park Rangers","1","6","28","27","4","58","","0","","210","97","1","1","0","0","30","4","Championship","2025-2026","Wednesday November 26, 2025, 19:45 (venue time)","Blackburn Rovers","Queens Park Rangers","https://fbref.com/en/matches/4a0ac4c7/Blackburn-Rovers-Queens-Park-Rangers-November-26-2025-Championship","17","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Karamoko Dembélé","7","eng ENG","RW","22-277","70","0","0","0","0","1","0","0","0","22","0","0","0","0.1","0.1","0.1","3","0","13","19","68.4","4","14","1","0","0","/en/players/7304f3b1/Karamoko-Dembele","Queens Park Rangers","0","2","13","7","2","22","","0","","54","26","0","1","1","2","15","2","Championship","2025-2026","Wednesday November 26, 2025, 19:45 (venue time)","Blackburn Rovers","Queens Park Rangers","https://fbref.com/en/matches/4a0ac4c7/Blackburn-Rovers-Queens-Park-Rangers-November-26-2025-Championship","17","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Paul Smyth","11","nir NIR","RW","28-077","20","1","0","0","0","2","1","0","0","15","0","0","0","0.5","0.5","0.0","0","0","5","8","62.5","0","10","1","0","0","/en/players/0747000e/Paul-Smyth","Queens Park Rangers","1","3","1","11","3","15","","0","","77","49","0","1","1","0","11","1","Championship","2025-2026","Wednesday November 26, 2025, 19:45 (venue time)","Blackburn Rovers","Queens Park Rangers","https://fbref.com/en/matches/4a0ac4c7/Blackburn-Rovers-Queens-Park-Rangers-November-26-2025-Championship","17","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Koki Saito","14","jp JPN","AM","24-108","70","0","0","0","0","1","1","0","0","32","1","0","0","0.0","0.0","0.0","1","0","15","22","68.2","2","21","2","2","2","/en/players/5408dd51/Koki-Saito","Queens Park Rangers","2","3","11","19","7","32","100.0","0","0.0","94","57","0","2","5","1","27","14","Championship","2025-2026","Wednesday November 26, 2025, 19:45 (venue time)","Blackburn Rovers","Queens Park Rangers","https://fbref.com/en/matches/4a0ac4c7/Blackburn-Rovers-Queens-Park-Rangers-November-26-2025-Championship","17","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Richard Kone","22","ci CIV","AM","22-134","20","0","0","0","0","0","0","0","0","14","2","0","1","0.0","0.0","0.0","1","0","7","8","87.5","0","5","1","0","0","/en/players/b713a6b9/Richard-Kone","Queens Park Rangers","0","1","7","7","0","14","","0","","73","42","1","0","2","3","7","2","Championship","2025-2026","Wednesday November 26, 2025, 19:45 (venue time)","Blackburn Rovers","Queens Park Rangers","https://fbref.com/en/matches/4a0ac4c7/Blackburn-Rovers-Queens-Park-Rangers-November-26-2025-Championship","17","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Nicolas Madsen","24","dk DEN","DM","25-254","90","0","0","0","0","2","0","0","0","53","1","2","2","0.2","0.2","0.0","1","0","29","42","69.0","5","24","1","0","0","/en/players/6d7e4b06/Nicolas-Madsen","Queens Park Rangers","4","11","25","17","2","53","","0","","71","35","1","0","1","0","26","0","Championship","2025-2026","Wednesday November 26, 2025, 19:45 (venue time)","Blackburn Rovers","Queens Park Rangers","https://fbref.com/en/matches/4a0ac4c7/Blackburn-Rovers-Queens-Park-Rangers-November-26-2025-Championship","17","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Jonathan Varane","40","mq MTQ","DM","24-078","90","0","0","0","0","1","0","0","0","44","0","1","3","0.2","0.2","0.0","0","0","28","33","84.8","6","15","0","1","0","/en/players/4ade359f/Jonathan-Varane","Queens Park Rangers","1","11","28","5","2","44","0.0","1","100.0","48","9","1","0","2","1","21","1","Championship","2025-2026","Wednesday November 26, 2025, 19:45 (venue time)","Blackburn Rovers","Queens Park Rangers","https://fbref.com/en/matches/4a0ac4c7/Blackburn-Rovers-Queens-Park-Rangers-November-26-2025-Championship","17","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Sam Field","8","eng ENG","LB","27-202","90","0","0","0","0","0","0","0","0","59","0","0","1","0.0","0.0","0.0","2","1","33","47","70.2","2","20","1","0","0","/en/players/bd8a7d05/Sam-Field","Queens Park Rangers","5","28","20","12","0","59","","0","","47","17","1","0","1","0","22","1","Championship","2025-2026","Wednesday November 26, 2025, 19:45 (venue time)","Blackburn Rovers","Queens Park Rangers","https://fbref.com/en/matches/4a0ac4c7/Blackburn-Rovers-Queens-Park-Rangers-November-26-2025-Championship","17","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Steve Cook","5","eng ENG","CB","34-221","90","0","0","0","0","0","0","0","0","43","0","0","1","0.0","0.0","0.0","1","0","25","35","71.4","3","16","0","0","0","/en/players/3e5e4e63/Steve-Cook","Queens Park Rangers","8","24","17","2","1","43","","0","","25","5","0","0","0","0","17","1","Championship","2025-2026","Wednesday November 26, 2025, 19:45 (venue time)","Blackburn Rovers","Queens Park Rangers","https://fbref.com/en/matches/4a0ac4c7/Blackburn-Rovers-Queens-Park-Rangers-November-26-2025-Championship","17","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Jimmy Dunne","3","ie IRL","CB","28-038","90","0","0","0","0","0","0","0","0","47","1","0","0","0.0","0.0","0.0","0","0","22","32","68.8","2","13","1","0","0","/en/players/1fdfd6da/Jimmy-Dunne","Queens Park Rangers","8","24","18","5","2","47","","0","","69","39","0","0","1","0","16","1","Championship","2025-2026","Wednesday November 26, 2025, 19:45 (venue time)","Blackburn Rovers","Queens Park Rangers","https://fbref.com/en/matches/4a0ac4c7/Blackburn-Rovers-Queens-Park-Rangers-November-26-2025-Championship","17","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Amadou Mbengue","27","sn SEN","RB","23-325","90","0","0","0","0","1","0","0","0","61","1","1","2","0.0","0.0","0.0","2","0","25","45","55.6","3","21","1","1","1","/en/players/14d2670e/Amadou-Mbengue","Queens Park Rangers","3","18","27","16","1","61","100.0","0","0.0","104","49","2","0","4","1","21","1","Championship","2025-2026","Wednesday November 26, 2025, 19:45 (venue time)","Blackburn Rovers","Queens Park Rangers","https://fbref.com/en/matches/4a0ac4c7/Blackburn-Rovers-Queens-Park-Rangers-November-26-2025-Championship","17","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Ben Hamer","29","eng ENG","GK","38-006","18","0","0","0","0","0","0","0","0","5","0","0","0","0.0","0.0","0.0","0","0","2","5","40.0","0","4","0","0","0","/en/players/d822a850/Ben-Hamer","Queens Park Rangers","5","5","0","0","0","5","","0","","13","4","0","0","0","0","3","0","Championship","2025-2026","Wednesday November 26, 2025, 19:45 (venue time)","Blackburn Rovers","Queens Park Rangers","https://fbref.com/en/matches/4a0ac4c7/Blackburn-Rovers-Queens-Park-Rangers-November-26-2025-Championship","17","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Paul Nardi","1","fr FRA","GK","31-192","72","0","0","0","0","0","0","0","0","29","0","0","0","0.0","0.0","0.0","1","0","10","27","37.0","0","14","0","0","0","/en/players/2d70dbe5/Paul-Nardi","Queens Park Rangers","17","26","3","0","0","29","","0","","37","21","0","0","0","0","15","0","Championship","2025-2026","Wednesday November 26, 2025, 19:45 (venue time)","Blackburn Rovers","Queens Park Rangers","https://fbref.com/en/matches/4a0ac4c7/Blackburn-Rovers-Queens-Park-Rangers-November-26-2025-Championship","17","Ewood Park",NA,NA,NA,NA,NA,NA,NA,NA
"Aune Heggebø","19","no NOR","FW","24-120","83","0","0","0","0","2","1","0","0","24","1","0","0","0.2","0.2","0.0","1","1","14","15","93.3","2","7","0","0","0","/en/players/70d2c6e7/Aune-Heggebo","West Bromwich Albion","1","3","13","8","4","24","","0","","17","1","0","0","4","0","13","2","Championship","2025-2026","Wednesday November 26, 2025, 20:00 (venue time)","West Bromwich Albion","Birmingham City","https://fbref.com/en/matches/9f90ee58/West-Bromwich-Albion-Birmingham-City-November-26-2025-Championship","17","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"Josh Maja","9","ng NGA","FW","26-334","7","0","0","0","0","0","0","0","0","5","0","0","0","0.0","0.0","0.0","1","0","3","4","75.0","0","3","0","0","0","/en/players/bc0bfc64/Josh-Maja","West Bromwich Albion","0","0","4","1","0","5","","0","","14","0","0","0","0","0","3","1","Championship","2025-2026","Wednesday November 26, 2025, 20:00 (venue time)","West Bromwich Albion","Birmingham City","https://fbref.com/en/matches/9f90ee58/West-Bromwich-Albion-Birmingham-City-November-26-2025-Championship","17","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"Isaac Price","21","nir NIR","FW","22-061","90","0","0","0","0","2","0","0","0","39","1","0","0","0.2","0.2","0.0","4","0","24","32","75.0","4","25","4","1","0","/en/players/b9403c99/Isaac-Price","West Bromwich Albion","0","7","19","15","3","39","0.0","1","100.0","187","94","2","1","1","2","32","6","Championship","2025-2026","Wednesday November 26, 2025, 20:00 (venue time)","West Bromwich Albion","Birmingham City","https://fbref.com/en/matches/9f90ee58/West-Bromwich-Albion-Birmingham-City-November-26-2025-Championship","17","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"Karlan Grant","10","eng ENG","LM","28-069","78","0","0","0","0","1","0","0","0","43","0","1","2","0.1","0.1","0.1","3","0","21","29","72.4","2","23","3","0","0","/en/players/87f7500e/Karlan-Grant","West Bromwich Albion","1","6","23","15","2","43","","0","","178","77","2","2","4","0","28","4","Championship","2025-2026","Wednesday November 26, 2025, 20:00 (venue time)","West Bromwich Albion","Birmingham City","https://fbref.com/en/matches/9f90ee58/West-Bromwich-Albion-Birmingham-City-November-26-2025-Championship","17","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"Samuel Iling-Junior","22","eng ENG","LM","22-053","12","0","0","0","0","0","0","0","0","4","0","0","0","0.0","0.0","0.1","1","0","2","4","50.0","0","1","1","0","0","/en/players/ba492306/Samuel-Iling-Junior","West Bromwich Albion","0","0","1","3","1","4","","0","","14","7","0","0","0","0","3","2","Championship","2025-2026","Wednesday November 26, 2025, 20:00 (venue time)","West Bromwich Albion","Birmingham City","https://fbref.com/en/matches/9f90ee58/West-Bromwich-Albion-Birmingham-City-November-26-2025-Championship","17","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"Alex Mowatt","27","eng ENG","CM","30-286","90","1","0","0","0","2","1","0","0","62","1","2","3","0.1","0.1","0.0","1","0","37","48","77.1","2","25","0","1","0","/en/players/361b8b6c/Alex-Mowatt","West Bromwich Albion","2","24","29","10","0","62","0.0","1","100.0","108","48","0","0","2","0","32","1","Championship","2025-2026","Wednesday November 26, 2025, 20:00 (venue time)","West Bromwich Albion","Birmingham City","https://fbref.com/en/matches/9f90ee58/West-Bromwich-Albion-Birmingham-City-November-26-2025-Championship","17","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"Toby Collyer","13","eng ENG","CM","21-327","10","0","0","0","0","0","0","0","0","8","0","0","0","0.0","0.0","0.0","0","0","5","7","71.4","0","4","0","0","0","/en/players/4f9091bc/Toby-Collyer","West Bromwich Albion","0","4","3","1","0","8","","0","","8","6","0","0","1","0","6","0","Championship","2025-2026","Wednesday November 26, 2025, 20:00 (venue time)","West Bromwich Albion","Birmingham City","https://fbref.com/en/matches/9f90ee58/West-Bromwich-Albion-Birmingham-City-November-26-2025-Championship","17","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"Ousmane Diakité","17","ml MLI","CM","25-124","68","0","0","0","0","0","0","0","0","39","2","2","2","0.0","0.0","0.1","3","0","21","27","77.8","3","16","2","2","1","/en/players/b9334454/Ousmane-Diakite","West Bromwich Albion","3","13","21","6","1","39","50.0","1","50.0","96","62","2","0","1","0","19","0","Championship","2025-2026","Wednesday November 26, 2025, 20:00 (venue time)","West Bromwich Albion","Birmingham City","https://fbref.com/en/matches/9f90ee58/West-Bromwich-Albion-Birmingham-City-November-26-2025-Championship","17","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"Krystian Bielik","5","pl POL","CM","27-326","12","0","0","0","0","0","0","0","0","10","0","1","1","0.0","0.0","0.0","0","0","5","8","62.5","0","3","0","0","0","/en/players/8e0ec853/Krystian-Bielik","West Bromwich Albion","0","0","7","3","0","10","","0","","9","8","0","0","0","0","5","0","Championship","2025-2026","Wednesday November 26, 2025, 20:00 (venue time)","West Bromwich Albion","Birmingham City","https://fbref.com/en/matches/9f90ee58/West-Bromwich-Albion-Birmingham-City-November-26-2025-Championship","17","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"Michael Johnston","11","ie IRL","RM","26-221","90","0","0","0","0","4","0","1","0","47","2","0","2","0.3","0.3","0.1","5","0","18","31","58.1","4","21","7","4","2","/en/players/9bd73cce/Michael-Johnston","West Bromwich Albion","1","7","22","19","2","47","50.0","1","25.0","300","213","5","1","3","2","26","6","Championship","2025-2026","Wednesday November 26, 2025, 20:00 (venue time)","West Bromwich Albion","Birmingham City","https://fbref.com/en/matches/9f90ee58/West-Bromwich-Albion-Birmingham-City-November-26-2025-Championship","17","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"Callum Styles","4","hu HUN","LB","25-243","90","0","0","0","0","1","1","0","0","48","2","2","1","0.0","0.0","0.1","2","1","33","39","84.6","5","26","2","1","0","/en/players/e96d5560/Callum-Styles","West Bromwich Albion","1","18","19","11","2","48","0.0","0","0.0","172","76","2","1","1","2","27","2","Championship","2025-2026","Wednesday November 26, 2025, 20:00 (venue time)","West Bromwich Albion","Birmingham City","https://fbref.com/en/matches/9f90ee58/West-Bromwich-Albion-Birmingham-City-November-26-2025-Championship","17","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"Chris Mepham","2","wls WAL","CB","28-021","90","0","0","0","0","0","0","0","0","60","0","1","0","0.0","0.0","0.0","1","0","31","39","79.5","2","22","1","0","0","/en/players/fed96827/Chris-Mepham","West Bromwich Albion","12","34","23","3","3","60","","0","","138","92","0","0","1","0","26","1","Championship","2025-2026","Wednesday November 26, 2025, 20:00 (venue time)","West Bromwich Albion","Birmingham City","https://fbref.com/en/matches/9f90ee58/West-Bromwich-Albion-Birmingham-City-November-26-2025-Championship","17","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"Nathaniel Phillips","3","eng ENG","CB","28-250","90","0","0","0","0","0","0","0","0","60","2","6","2","0.0","0.0","0.0","0","0","30","41","73.2","1","28","0","0","0","/en/players/515ebe8d/Nathaniel-Phillips","West Bromwich Albion","8","39","20","1","0","60","","0","","71","16","1","0","0","0","28","0","Championship","2025-2026","Wednesday November 26, 2025, 20:00 (venue time)","West Bromwich Albion","Birmingham City","https://fbref.com/en/matches/9f90ee58/West-Bromwich-Albion-Birmingham-City-November-26-2025-Championship","17","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"George Campbell","6","us USA","RB","24-157","90","0","0","0","0","1","1","0","0","63","1","1","3","0.0","0.0","0.1","2","0","38","51","74.5","0","23","0","0","0","/en/players/45e1a597/George-Campbell","West Bromwich Albion","7","24","30","9","1","63","","0","","64","12","0","0","0","1","28","0","Championship","2025-2026","Wednesday November 26, 2025, 20:00 (venue time)","West Bromwich Albion","Birmingham City","https://fbref.com/en/matches/9f90ee58/West-Bromwich-Albion-Birmingham-City-November-26-2025-Championship","17","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"Joshua Griffiths","20","eng ENG","GK","24-082","90","0","0","0","0","0","0","0","0","36","0","0","0","0.0","0.0","0.0","0","0","14","35","40.0","0","18","0","0","0","/en/players/d6303703/Joshua-Griffiths","West Bromwich Albion","30","36","0","0","0","36","","0","","104","65","0","0","0","0","17","0","Championship","2025-2026","Wednesday November 26, 2025, 20:00 (venue time)","West Bromwich Albion","Birmingham City","https://fbref.com/en/matches/9f90ee58/West-Bromwich-Albion-Birmingham-City-November-26-2025-Championship","17","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"Marvin Ducksch","33","de GER","FW","31-264","82","1","0","0","0","2","2","0","0","22","0","0","0","0.0","0.0","0.0","0","0","11","15","73.3","1","12","0","0","0","/en/players/638a4d71/Marvin-Ducksch","Birmingham City","2","4","8","10","3","22","","0","","35","9","0","0","2","0","17","4","Championship","2025-2026","Wednesday November 26, 2025, 20:00 (venue time)","West Bromwich Albion","Birmingham City","https://fbref.com/en/matches/9f90ee58/West-Bromwich-Albion-Birmingham-City-November-26-2025-Championship","17","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"Kyogo Furuhashi","9","jp JPN","FW","30-310","8","0","0","0","0","1","0","0","0","2","0","0","0","0.1","0.1","0.0","0","0","0","1","0.0","0","1","0","0","0","/en/players/fd4d5f81/Kyogo-Furuhashi","Birmingham City","0","0","1","1","1","2","","0","","2","0","0","0","0","0","2","1","Championship","2025-2026","Wednesday November 26, 2025, 20:00 (venue time)","West Bromwich Albion","Birmingham City","https://fbref.com/en/matches/9f90ee58/West-Bromwich-Albion-Birmingham-City-November-26-2025-Championship","17","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"Demarai Gray","10","jm JAM","LW","29-151","82","0","0","0","0","3","0","0","0","44","5","1","1","0.1","0.1","0.1","4","1","21","26","80.8","1","28","5","1","0","/en/players/4468ec10/Demarai-Gray","Birmingham City","1","4","11","29","6","44","0.0","1","100.0","184","71","1","2","2","1","29","19","Championship","2025-2026","Wednesday November 26, 2025, 20:00 (venue time)","West Bromwich Albion","Birmingham City","https://fbref.com/en/matches/9f90ee58/West-Bromwich-Albion-Birmingham-City-November-26-2025-Championship","17","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
"Keshi Anderson","14","eng ENG","LW","30-234","8","0","0","0","0","0","0","0","0","4","0","0","0","0.0","0.0","0.0","0","0","2","2","100.0","0","3","0","0","0","/en/players/864a3eba/Keshi-Anderson","Birmingham City","0","0","4","0","0","4","","0","","9","1","0","0","1","0","3","0","Championship","2025-2026","Wednesday November 26, 2025, 20:00 (venue time)","West Bromwich Albion","Birmingham City","https://fbref.com/en/matches/9f90ee58/West-Bromwich-Albion-Birmingham-City-November-26-2025-Championship","17","The Hawthorns",NA,NA,NA,NA,NA,NA,NA,NA
